,CustomerID,PreferredLoginDevice,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus,Tenure_grp,Churned,city_type,Satisfaction,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
1044,51045,Phone,Credit Card,Female,Mobile,Married,Tenure_0-12,No,City,Average,14.0,2.0,1,8,17.0,0.0,1.0,2.0,135.17
1045,51046,Computer,CC,Male,Mobile,Single,Tenure_0-12,No,City,Very Low,0.0,2.0,3,3,13.0,0.0,1.0,2.0,125.80000000000001
1046,51047,Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,Yes,City,Very High,13.0,3.0,3,4,14.0,0.0,1.0,3.0,121.66
1047,51048,Mobile Phone,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Average,16.0,2.0,4,10,11.0,1.0,1.0,4.0,158.69
1048,51049,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_0-12,No,City,Very High,11.0,2.0,3,5,12.0,1.0,1.0,2.0,180.08
1049,51050,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,8.0,3.0,1,2,17.0,0.0,1.0,7.0,152.06
1050,51051,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,18.0,3.0,3,5,21.0,1.0,1.0,0.0,152.95
1051,51052,Mobile Phone,UPI,Female,Grocery,Married,Tenure_12-24,No,City,High,28.0,3.0,3,4,16.0,0.0,1.0,2.0,264.13
1052,51053,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_12-24,No,City,Very High,23.0,2.0,4,6,15.0,1.0,0.0,11.0,232.69
1053,51054,Phone,CC,Female,Mobile,Single,Tenure_0-12,No,Rural,Average,8.0,0.0,3,2,19.0,0.0,2.0,2.0,127.83000000000001
1054,51055,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,High,9.0,3.0,3,2,12.0,7.0,7.0,9.0,154.33
1055,51056,Mobile Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,No,City,High,13.0,3.0,3,3,11.0,0.0,1.0,3.0,120.13
1056,51057,Mobile Phone,Debit Card,Female,Grocery,Married,Tenure_12-24,No,City,Average,12.0,2.0,4,3,19.0,1.0,0.0,12.0,239.66000000000003
1057,51058,Computer,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,6.0,2.0,4,1,15.0,1.0,1.0,2.0,143.74
1058,51059,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very High,9.0,3.0,1,7,20.0,1.0,1.0,4.0,168.42
1059,51060,Mobile Phone,Credit Card,Female,Grocery,Married,Tenure_24-48,No,City,Average,28.0,3.0,3,4,25.0,0.0,4.0,7.0,274.26
1060,51061,Mobile Phone,Debit Card,Male,Grocery,Married,Tenure_12-24,No,City,Average,21.0,3.0,4,2,24.0,0.0,6.0,11.0,276.03
1061,51062,Computer,UPI,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,Very Low,18.0,2.0,3,4,24.0,3.0,6.0,7.0,145.81
1062,51063,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,6.0,2.0,3,8,15.0,2.0,2.0,9.0,147.35
1063,51064,Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,High,11.0,2.0,4,2,13.0,0.0,1.0,9.0,141.87
1064,51065,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,8.0,3.0,3,2,14.0,1.0,1.0,4.0,155.05
1065,51066,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,8.0,2.0,3,1,13.0,0.0,1.0,6.0,154.7
1066,51067,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,11.0,3.0,3,2,11.0,0.0,1.0,2.0,154.76
1067,51068,Phone,CC,Female,Mobile,Married,Tenure_12-24,No,City,Very High,0.0,3.0,3,5,16.0,1.0,2.0,2.0,125.87
1068,51069,Computer,CC,Female,Mobile,Single,Tenure_0-12,No,City,High,0.0,2.0,4,2,22.0,1.0,3.0,3.0,124.4
1069,51070,Mobile Phone,Debit Card,Female,Grocery,Married,Tenure_12-24,No,Rural,High,8.0,2.0,1,7,14.0,0.0,0.0,2.0,259.72
1070,51071,Mobile Phone,Debit Card,Male,Grocery,Single,Tenure_12-24,No,City,Average,6.0,2.0,3,5,14.0,1.0,0.0,0.0,253.79000000000002
1071,51072,Mobile Phone,Debit Card,Male,Fashion,Single,Tenure_12-24,No,Rural,Average,29.0,3.0,3,4,16.0,0.0,1.0,2.0,170.82
1072,51073,Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,No,Rural,Very High,15.0,0.0,3,2,11.0,0.0,1.0,2.0,127.28
1073,51074,Computer,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,22.0,2.0,3,2,25.0,0.0,1.0,2.0,153.68
1074,51075,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,32.0,3.0,3,7,14.0,1.0,1.0,2.0,153.47
1075,51076,Phone,Debit Card,Female,Mobile,Married,Tenure_12-24,No,Semi_urban,Very Low,6.0,2.0,3,5,18.0,2.0,2.0,2.0,131.95
1076,51077,Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,City,Average,14.0,3.0,4,2,11.0,1.0,1.0,2.0,139.89
1077,51078,Phone,CC,Female,Mobile,Married,Tenure_0-12,No,City,Average,10.0,2.0,3,8,19.0,0.0,1.0,0.0,133.06
1078,51079,Mobile Phone,Credit Card,Male,Fashion,Married,Tenure_24-48,No,City,Very Low,30.0,2.0,1,4,15.0,0.0,1.0,2.0,170.05
1079,51080,Computer,CC,Female,Mobile,Married,Tenure_0-12,Yes,Rural,Average,0.0,3.0,3,3,11.0,4.0,7.0,7.0,126.55000000000001
1080,51081,Mobile Phone,Debit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,City,High,8.0,3.0,3,2,12.0,1.0,1.0,0.0,113.93
1081,51082,Computer,CC,Male,Mobile,Single,Tenure_0-12,No,City,Very Low,0.0,3.0,3,2,20.0,5.0,5.0,7.0,125.69999999999999
1082,51083,Phone,COD,Male,Mobile,Married,Tenure_24-48,No,City,High,28.0,3.0,4,6,12.0,1.0,1.0,2.0,135.37
1083,51084,Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,11.0,2.0,4,2,14.0,4.0,4.0,13.0,139.86
1084,51085,Mobile Phone,Credit Card,Male,Fashion,Married,Tenure_24-48,No,City,Very Low,6.0,3.0,5,4,20.0,0.0,1.0,0.0,208.82999999999998
1085,51086,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,City,High,27.0,3.0,1,2,18.0,2.0,2.0,13.0,120.28
1086,51087,Computer,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,6.0,2.0,5,2,14.0,0.0,1.0,3.0,195.25
1087,51088,Phone,Debit Card,Female,Mobile,Married,Tenure_0-12,No,City,Very Low,25.0,0.0,4,2,12.0,3.0,8.0,7.0,129.29
1088,51089,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,Yes,Rural,Very Low,13.0,2.0,3,2,21.0,1.0,1.0,2.0,122.75
1089,51090,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_12-24,No,City,Very Low,8.0,3.0,1,2,19.0,6.0,6.0,7.0,178.79
1090,51091,Computer,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,No,City,Very Low,8.0,3.0,4,1,14.0,1.0,1.0,4.0,149.3
1091,51092,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,Very Low,8.0,3.0,3,2,17.0,0.0,8.0,8.0,178.47
1092,51093,Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Average,15.0,3.0,1,2,16.0,0.0,1.0,4.0,144.01
1093,51094,Mobile Phone,E wallet,Male,Fashion,Single,Tenure_12-24,No,Rural,Average,12.0,2.0,3,2,12.0,6.0,8.0,7.0,192.41
1094,51095,Phone,CC,Female,Mobile,Married,Tenure_0-12,No,City,Average,15.0,0.0,3,10,17.0,1.0,1.0,2.0,129.74
1095,51096,Phone,Debit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,8.0,2.0,3,4,15.0,3.0,6.0,7.0,145.02
1096,51097,Computer,Debit Card,Male,Fashion,Married,Tenure_12-24,No,City,Average,6.0,3.0,4,4,23.0,3.0,14.0,4.0,207.48000000000002
1097,51098,Mobile Phone,UPI,Male,Mobile Phone,Married,Tenure_0-12,Yes,Semi_urban,Average,28.0,2.0,5,2,11.0,0.0,1.0,0.0,115.55000000000001
1098,51099,Computer,Debit Card,Male,Grocery,Married,Tenure_0-12,Yes,Rural,Average,15.0,2.0,5,8,11.0,1.0,14.0,0.0,229.36
1099,51100,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,City,Average,23.0,3.0,5,2,15.0,0.0,1.0,2.0,123.05000000000001
1100,51101,Mobile Phone,Cash on Delivery,Female,Grocery,Single,Tenure_12-24,No,City,High,34.0,2.0,4,2,11.0,0.0,8.0,6.0,267.04
1101,51102,Computer,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Average,16.0,2.0,3,7,13.0,0.0,1.0,3.0,134.33
1102,51103,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Average,8.0,3.0,3,2,14.0,0.0,1.0,3.0,134.77
1103,51104,Computer,UPI,Male,Laptop & Accessory,Married,Tenure_12-24,No,Semi_urban,High,10.0,2.0,5,7,19.0,0.0,1.0,2.0,164.3
1104,51105,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,14.0,3.0,3,3,16.0,0.0,1.0,0.0,165.16
1105,51106,Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very High,35.0,3.0,3,2,13.0,1.0,1.0,2.0,139.07
1106,51107,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,City,High,19.0,2.0,3,7,14.0,1.0,1.0,9.0,155.62
1107,51108,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,33.0,2.0,3,3,16.0,0.0,1.0,7.0,168.83
1108,51109,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Very Low,22.0,0.0,3,2,12.0,0.0,1.0,8.0,128.62
1109,51110,Computer,E wallet,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,High,8.0,2.0,3,8,11.0,0.0,1.0,0.0,149.78
1110,51111,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_12-24,No,Rural,Very Low,8.0,3.0,3,5,12.0,0.0,1.0,3.0,203.68
1111,51112,Mobile Phone,E wallet,Male,Laptop & Accessory,Married,Tenure_0-12,Yes,Rural,Very High,19.0,3.0,4,6,13.0,2.0,2.0,2.0,161.34
1112,51113,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,High,6.0,2.0,5,7,15.0,0.0,1.0,0.0,167.35
1113,51114,Phone,CC,Female,Mobile,Single,Tenure_0-12,No,City,High,10.0,2.0,3,2,13.0,1.0,1.0,2.0,132.95
1114,51115,Computer,COD,Female,Laptop & Accessory,Single,Tenure_0-12,No,City,Very Low,30.0,1.0,3,3,20.0,1.0,1.0,4.0,152.38
1115,51116,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,6.0,3.0,3,2,15.0,3.0,5.0,8.0,164.72
1116,51117,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_0-12,No,Rural,Average,25.0,3.0,5,4,13.0,1.0,1.0,2.0,196.1
1117,51118,Mobile Phone,Credit Card,Male,Others,Single,Tenure_12-24,No,Rural,High,13.0,2.0,3,2,0.0,1.0,12.0,8.0,298.33
1118,51119,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_12-24,No,Semi_urban,Average,10.0,2.0,5,5,21.0,1.0,1.0,3.0,197.56
1119,51120,Computer,COD,Female,Mobile Phone,Single,Tenure_0-12,No,City,Very High,8.0,3.0,4,1,16.0,0.0,1.0,7.0,149.68
1120,51121,Computer,CC,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,Very Low,16.0,2.0,3,1,14.0,1.0,2.0,1.0,121.44999999999999
1121,51122,Computer,UPI,Female,Mobile,Married,Tenure_0-12,Yes,Semi_urban,Very Low,14.0,3.0,4,7,11.0,1.0,1.0,2.0,121.80000000000001
1122,51123,Mobile Phone,COD,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,11.0,2.0,3,2,19.0,0.0,1.0,2.0,183.46
1123,51124,Phone,CC,Female,Mobile,Single,Tenure_0-12,No,City,Very Low,14.0,3.0,3,2,11.0,1.0,1.0,4.0,134.45
1124,51125,Phone,E wallet,Female,Mobile,Single,Tenure_0-12,Yes,Rural,High,15.0,0.0,5,2,13.0,1.0,2.0,2.0,127.6
1125,51126,Computer,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Average,6.0,3.0,1,9,12.0,0.0,1.0,2.0,162.94
1126,51127,Mobile Phone,E wallet,Male,Fashion,Married,Tenure_0-12,No,Rural,Very High,21.0,3.0,4,3,11.0,0.0,1.0,7.0,171.4
1127,51128,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,City,Very Low,8.0,0.0,1,1,14.0,0.0,1.0,2.0,129.32
1128,51129,Computer,E wallet,Female,Laptop & Accessory,Single,Tenure_0-12,No,Rural,High,8.0,3.0,3,9,15.0,0.0,1.0,7.0,151.47
1129,51130,Phone,E wallet,Female,Laptop & Accessory,Single,Tenure_12-24,No,Rural,Very Low,17.0,3.0,3,4,12.0,0.0,1.0,4.0,145.07
1130,51131,Mobile Phone,Debit Card,Female,Fashion,Single,Tenure_0-12,Yes,Rural,Very High,22.0,3.0,3,3,20.0,0.0,1.0,0.0,185.64
1131,51132,Computer,CC,Female,Mobile,Married,Tenure_0-12,No,City,High,0.0,3.0,4,5,14.0,0.0,1.0,5.0,124.68
1132,51133,Mobile Phone,E wallet,Male,Fashion,Married,Tenure_0-12,Yes,Rural,Average,22.0,3.0,3,3,13.0,1.0,1.0,0.0,181.61
1133,51134,Phone,Cash on Delivery,Female,Mobile,Married,Tenure_0-12,No,City,Very High,10.0,3.0,4,2,13.0,0.0,1.0,0.0,121.09
1134,51135,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,22.0,2.0,1,4,16.0,1.0,1.0,7.0,152.94
1135,51136,Computer,COD,Male,Mobile,Single,Tenure_0-12,No,City,High,11.0,0.0,3,3,14.0,1.0,1.0,7.0,127.18
1136,51137,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,24.0,2.0,5,4,16.0,0.0,1.0,0.0,158.11
1137,51138,Computer,COD,Male,Mobile,Married,Tenure_0-12,Yes,City,Average,0.0,2.0,4,10,16.0,1.0,1.0,0.0,124.37
1138,51139,Phone,CC,Male,Mobile,Married,Tenure_12-24,No,City,High,18.0,0.0,3,9,22.0,1.0,1.0,4.0,127.66
1139,51140,Mobile Phone,Credit Card,Male,Others,Married,Tenure_24-48,No,City,Very High,8.0,2.0,4,9,12.0,0.0,1.0,0.0,290.38
1140,51141,Computer,COD,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,10.0,0.0,3,6,15.0,0.0,1.0,7.0,130.55
1141,51142,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Very High,15.0,3.0,3,2,20.0,1.0,1.0,4.0,122.88999999999999
1142,51143,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,16.0,2.0,3,2,14.0,1.0,1.0,7.0,140.01
1143,51144,Computer,Credit Card,Female,Grocery,Married,Tenure_24-48,No,City,Average,6.0,2.0,4,5,20.0,0.0,1.0,0.0,229.64999999999998
1144,51145,Phone,Debit Card,Male,Mobile,Single,Tenure_12-24,No,Semi_urban,Very Low,8.0,3.0,3,1,13.0,0.0,1.0,8.0,135.39
1145,51146,Mobile Phone,Debit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,9.0,2.0,5,6,12.0,1.0,2.0,2.0,160.29
1146,51147,Phone,E wallet,Male,Mobile,Single,Tenure_0-12,Yes,Rural,High,13.0,0.0,3,2,13.0,1.0,1.0,0.0,126.78999999999999
1147,51148,Phone,UPI,Female,Mobile Phone,Married,Tenure_0-12,No,City,Average,12.0,2.0,4,2,11.0,0.0,1.0,4.0,137.02
1148,51149,Phone,CC,Female,Mobile,Married,Tenure_0-12,Yes,City,Very High,0.0,3.0,3,2,17.0,0.0,1.0,0.0,123.97999999999999
1149,51150,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,35.0,3.0,4,2,14.0,2.0,5.0,7.0,154.68
1150,51151,Mobile Phone,Cash on Delivery,Female,Fashion,Married,Tenure_12-24,No,City,Average,9.0,2.0,3,3,11.0,2.0,2.0,0.0,231.16000000000003
1151,51152,Phone,E wallet,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,High,15.0,2.0,4,2,14.0,0.0,1.0,3.0,141.89
1152,51153,Mobile Phone,Credit Card,Male,Others,Married,Tenure_12-24,No,City,Very Low,8.0,2.0,3,8,0.0,1.0,2.0,2.0,293.28
1153,51154,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_0-12,No,City,Very High,16.0,2.0,3,8,13.0,1.0,5.0,7.0,183.21
1154,51155,Computer,CC,Male,Mobile,Married,Tenure_0-12,Yes,City,High,0.0,2.0,3,2,12.0,1.0,2.0,3.0,123.41999999999999
1155,51156,Phone,UPI,Male,Laptop & Accessory,Married,Tenure_0-12,No,Semi_urban,High,14.0,2.0,3,3,13.0,4.0,4.0,7.0,140.71
1156,51157,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,Very Low,33.0,2.0,3,2,18.0,0.0,7.0,7.0,158.13
1157,51158,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Very High,14.0,0.0,1,7,19.0,6.0,7.0,6.0,131.43
1158,51159,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Very Low,6.0,2.0,3,2,11.0,0.0,1.0,3.0,120.44
1159,51160,Mobile Phone,Credit Card,Male,Fashion,Single,Tenure_0-12,No,City,Average,16.0,3.0,3,8,21.0,2.0,0.0,2.0,234.64
1160,51161,Computer,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,Rural,High,32.0,3.0,4,9,15.0,2.0,2.0,2.0,179.91
1161,51162,Phone,Debit Card,Female,Mobile,Married,Tenure_12-24,No,City,Very High,8.0,2.0,3,5,17.0,1.0,1.0,2.0,133.77
1162,51163,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,19.0,3.0,1,6,18.0,1.0,1.0,0.0,155.38
1163,51164,Computer,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,8.0,2.0,3,3,14.0,0.0,1.0,7.0,157.62
1164,51165,Computer,UPI,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,High,0.0,3.0,3,6,13.0,3.0,3.0,8.0,125.91999999999999
1165,51166,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,Yes,City,Very High,15.0,3.0,3,5,17.0,0.0,1.0,7.0,153.46
1166,51167,Phone,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,City,Very High,16.0,2.0,3,2,15.0,0.0,1.0,8.0,142.13
1167,51168,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,26.0,2.0,3,3,18.0,1.0,2.0,2.0,141.27
1168,51169,Computer,Debit Card,Male,Mobile,Single,Tenure_12-24,No,City,Average,0.0,2.0,3,5,13.0,0.0,1.0,2.0,124.38
1169,51170,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,City,High,11.0,2.0,1,4,12.0,1.0,1.0,2.0,168.7
1170,51171,Mobile Phone,E wallet,Female,Fashion,Married,Tenure_12-24,No,Rural,Average,10.0,2.0,3,1,13.0,0.0,13.0,5.0,204.47
1171,51172,Mobile Phone,Credit Card,Female,Fashion,Single,Tenure_0-12,No,City,Average,16.0,3.0,3,10,14.0,0.0,1.0,2.0,196.67
1172,51173,Phone,CC,Female,Mobile,Married,Tenure_0-12,Yes,Semi_urban,High,26.0,3.0,3,1,11.0,0.0,1.0,4.0,121.47999999999999
1173,51174,Mobile Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,Yes,City,High,27.0,3.0,3,5,22.0,1.0,3.0,7.0,189.26
1174,51175,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Very Low,6.0,2.0,3,5,17.0,0.0,1.0,3.0,165.13
1175,51176,Mobile Phone,COD,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,14.0,3.0,1,2,21.0,0.0,4.0,8.0,167.99
1176,51177,Computer,Credit Card,Male,Grocery,Married,Tenure_24-48,No,Rural,High,8.0,2.0,3,5,22.0,10.0,14.0,14.0,0.0
1177,51178,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,City,Average,29.0,0.0,5,1,16.0,1.0,1.0,3.0,127.05000000000001
1178,51179,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_12-24,No,City,High,10.0,3.0,4,9,12.0,2.0,14.0,10.0,203.33
1179,51180,Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,18.0,2.0,3,3,12.0,7.0,7.0,7.0,144.48
1180,51181,Mobile Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_24-48,No,City,Very Low,13.0,3.0,3,5,15.0,1.0,1.0,7.0,168.54
1181,51182,Computer,E wallet,Female,Fashion,Married,Tenure_0-12,No,Rural,Very High,13.0,3.0,3,3,14.0,2.0,2.0,2.0,196.37
1182,51183,Phone,Credit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very High,6.0,3.0,3,2,25.0,1.0,1.0,2.0,135.91
1183,51184,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,8.0,3.0,5,3,20.0,0.0,1.0,3.0,154.05
1184,51185,Phone,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,16.0,2.0,3,2,13.0,0.0,1.0,2.0,146.84
1185,51186,Computer,Debit Card,Male,Grocery,Married,Tenure_24-48,No,City,Average,21.0,2.0,3,3,14.0,1.0,0.0,2.0,257.87
1186,51187,Computer,Credit Card,Female,Mobile Phone,Single,Tenure_0-12,No,City,Average,20.0,2.0,3,2,16.0,1.0,1.0,0.0,115.13999999999999
1187,51188,Phone,UPI,Male,Mobile,Married,Tenure_0-12,Yes,Semi_urban,Very High,24.0,0.0,1,1,17.0,1.0,1.0,0.0,129.56
1188,51189,Phone,UPI,Male,Mobile,Married,Tenure_0-12,Yes,Semi_urban,Very High,0.0,2.0,4,5,15.0,1.0,2.0,0.0,123.35
1189,51190,Computer,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,Rural,Average,8.0,3.0,3,5,22.0,3.0,5.0,7.0,151.54
1190,51191,Mobile Phone,UPI,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,High,8.0,3.0,3,5,22.0,0.0,1.0,0.0,169.62
1191,51192,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,Very Low,8.0,3.0,3,2,20.0,5.0,7.0,7.0,156.75
1192,51193,Computer,Debit Card,Female,Mobile,Single,Tenure_0-12,No,City,Very Low,0.0,2.0,3,1,14.0,1.0,1.0,2.0,123.78999999999999
1193,51194,Computer,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,26.0,2.0,3,2,13.0,1.0,3.0,10.0,138.12
1194,51195,Computer,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,16.0,3.0,3,9,13.0,1.0,1.0,0.0,146.48
1195,51196,Computer,COD,Male,Mobile,Married,Tenure_12-24,No,City,Average,16.0,0.0,3,4,22.0,1.0,3.0,3.0,129.36
1196,51197,Phone,Debit Card,Female,Mobile,Single,Tenure_0-12,No,City,Average,15.0,3.0,3,5,12.0,1.0,2.0,0.0,121.05000000000001
1197,51198,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_12-24,No,City,Very Low,8.0,2.0,3,4,14.0,1.0,4.0,7.0,185.78
1198,51199,Computer,Debit Card,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,Very Low,6.0,0.0,3,2,15.0,0.0,2.0,2.0,127.06
1199,51200,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,35.0,3.0,5,9,17.0,1.0,1.0,6.0,163.84
1200,51201,Phone,Debit Card,Male,Mobile Phone,Single,Tenure_12-24,No,City,Average,14.0,2.0,3,5,13.0,1.0,1.0,0.0,139.68
1201,51202,Mobile Phone,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,High,8.0,2.0,4,8,12.0,2.0,2.0,2.0,199.07
1202,51203,Mobile Phone,Cash on Delivery,Female,Grocery,Married,Tenure_12-24,No,Rural,Very High,9.0,2.0,1,3,12.0,1.0,0.0,8.0,232.25
1203,51204,Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,29.0,2.0,4,2,21.0,4.0,5.0,8.0,135.4
1204,51205,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,High,12.0,0.0,4,2,11.0,1.0,1.0,0.0,128.04
1205,51206,Mobile Phone,Credit Card,Female,Others,Married,Tenure_12-24,No,City,Average,12.0,2.0,4,8,0.0,3.0,6.0,14.0,293.92
1206,51207,Mobile Phone,Debit Card,Male,Others,Married,Tenure_12-24,No,City,High,16.0,3.0,4,5,0.0,3.0,12.0,9.0,296.65
1207,51208,Computer,Debit Card,Male,Mobile,Single,Tenure_0-12,Yes,City,Very Low,0.0,3.0,4,2,24.0,1.0,1.0,0.0,124.38999999999999
1208,51209,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_0-12,Yes,Rural,High,16.0,3.0,3,6,21.0,0.0,1.0,7.0,173.14
1209,51210,Computer,Debit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very High,21.0,3.0,4,1,19.0,7.0,7.0,3.0,147.74
1210,51211,Phone,UPI,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,25.0,2.0,3,9,14.0,1.0,2.0,2.0,139.02
1211,51212,Phone,COD,Male,Mobile,Married,Tenure_24-48,No,City,Very Low,8.0,0.0,4,9,20.0,0.0,1.0,4.0,126.62
1212,51213,Phone,CC,Female,Mobile,Married,Tenure_0-12,No,Rural,High,9.0,0.0,3,2,19.0,1.0,1.0,0.0,128.56
1213,51214,Mobile Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,Rural,Very Low,15.0,2.0,3,2,13.0,0.0,1.0,0.0,110.81
1214,51215,Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,Yes,City,High,0.0,3.0,3,2,23.0,1.0,1.0,0.0,124.72
1215,51216,Mobile Phone,COD,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,16.0,3.0,4,2,13.0,1.0,1.0,7.0,156.73
